user_id,install_date,last_active_date,subscription_type,country,total_sessions,page_views,download_clicks,activation_status,days_active,pro_upgrade_date,plan_type,monthly_revenue,churned
9721,3/14/2023,11/6/2023,Free,Australia,129,516,1,1,237,,,0,0
9722,6/18/2023,11/18/2023,Pro,Canada,85,340,0,1,153,11/18/2023,Enterprise,99,0
9723,2/11/2023,12/12/2023,Free,USA,113,565,0,1,304,,,0,0
9724,10/18/2023,12/3/2023,Free,UK,58,290,0,1,46,,,0,0
9725,6/10/2023,10/1/2023,Free,India,39,39,1,1,113,,,0,0
9726,12/23/2023,12/24/2023,Pro,India,209,1045,0,1,1,12/24/2023,Enterprise,49,1
9727,11/8/2023,1/1/2024,Free,Canada,5,5,0,1,54,,,0,0
9728,4/22/2023,9/7/2023,Pro,Australia,29,145,0,1,138,9/7/2023,Enterprise,49,0
9729,12/21/2023,12/22/2023,Free,UK,79,79,0,1,1,,,0,1
9730,3/28/2023,5/25/2023,Free,India,52,208,0,1,58,,,0,0
9731,12/8/2023,12/22/2023,Free,India,85,170,0,1,14,,,0,1
9732,2/27/2023,4/5/2023,Pro,USA,221,663,0,1,37,4/5/2023,Basic,49,0
9733,3/11/2023,7/19/2023,Free,France,133,399,0,1,130,,,0,0
9734,12/20/2023,12/31/2023,Free,Canada,124,248,1,1,11,,,0,1
9735,9/10/2023,11/11/2023,Free,Canada,121,363,0,1,62,,,0,0
9736,11/24/2023,12/1/2023,Free,India,8,32,0,1,7,,,0,1
9737,5/12/2023,12/4/2023,Free,Australia,110,550,0,1,206,,,0,0
9738,10/25/2023,12/19/2023,Free,Canada,23,92,0,1,55,,,0,0
9739,10/5/2023,11/11/2023,Free,Canada,30,120,0,1,37,,,0,0
9740,9/28/2023,11/4/2023,Free,Canada,136,408,0,1,37,,,0,0
9741,3/25/2023,9/15/2023,Pro,USA,243,486,1,1,174,9/15/2023,Basic,49,0
9742,12/16/2023,12/21/2023,Free,USA,143,715,0,1,5,,,0,1
9743,9/23/2023,10/1/2023,Free,Canada,92,92,0,1,8,,,0,1
9744,6/25/2023,11/18/2023,Free,France,101,303,0,1,146,,,0,0
9745,11/24/2023,11/30/2023,Free,France,77,231,0,1,6,,,0,1
9746,5/14/2023,11/10/2023,Pro,India,22,88,0,1,180,11/10/2023,Basic,49,0
9747,9/5/2023,9/17/2023,Free,UK,30,60,0,1,12,,,0,1
9748,4/9/2023,8/29/2023,Free,Germany,58,290,0,1,142,,,0,0
9749,12/17/2023,12/31/2023,Free,India,35,70,0,1,14,,,0,1
9750,7/15/2023,9/29/2023,Free,UK,47,141,0,1,76,,,0,0
9751,3/11/2023,9/9/2023,Free,USA,44,176,0,1,182,,,0,0
9752,9/14/2023,11/14/2023,Pro,UK,206,618,0,1,61,11/14/2023,Standard,99,0
9753,9/7/2023,9/14/2023,Free,Australia,88,264,0,1,7,,,0,1
9754,4/13/2023,5/28/2023,Pro,Australia,25,75,0,1,45,5/28/2023,Enterprise,49,0
9755,9/28/2023,12/17/2023,Free,UK,47,235,0,1,80,,,0,0
9756,7/3/2023,9/3/2023,Pro,France,229,1145,0,1,62,9/3/2023,Basic,99,0
9757,12/27/2023,1/1/2024,Free,India,62,62,0,1,5,,,0,1
9758,5/11/2023,9/13/2023,Free,Germany,40,40,0,1,125,,,0,0
9759,11/12/2023,12/17/2023,Free,Germany,104,312,0,1,35,,,0,0
9760,7/28/2023,9/9/2023,Free,Australia,100,200,0,1,43,,,0,0
9761,3/6/2023,8/8/2023,Pro,Australia,123,246,0,1,155,8/8/2023,Enterprise,29,0
9762,7/9/2023,9/7/2023,Free,UK,10,30,0,1,60,,,0,0
9763,2/6/2023,2/14/2023,Free,Canada,62,62,0,1,8,,,0,1
9764,7/7/2023,7/11/2023,Pro,India,261,1044,0,1,4,7/11/2023,Basic,49,1
9765,12/23/2023,12/26/2023,Pro,USA,300,1500,0,1,3,12/26/2023,Basic,99,1
9766,1/1/2024,1/1/2024,Free,India,116,348,0,1,0,,,0,1
9767,4/16/2023,11/8/2023,Pro,France,36,36,0,1,206,11/8/2023,Enterprise,29,0
9768,4/24/2023,10/24/2023,Free,UK,23,69,0,1,183,,,0,0
9769,2/24/2023,10/28/2023,Free,Australia,118,354,0,1,246,,,0,0
9770,8/13/2023,9/16/2023,Free,Canada,45,225,0,1,34,,,0,0
9771,1/6/2023,11/13/2023,Free,France,104,312,0,1,311,,,0,0
9772,7/22/2023,8/25/2023,Free,USA,109,218,0,1,34,,,0,0
9773,7/17/2023,11/13/2023,Free,Germany,65,260,0,1,119,,,0,0
9774,1/25/2023,6/4/2023,Free,Germany,8,16,0,1,130,,,0,0
9775,7/1/2023,7/10/2023,Free,Australia,141,282,0,1,9,,,0,1
9776,11/21/2023,12/29/2023,Pro,India,264,792,0,1,38,12/29/2023,Standard,29,0
9777,2/2/2023,10/15/2023,Free,UK,141,705,0,1,255,,,0,0
9778,4/28/2023,8/7/2023,Free,UK,79,79,0,1,101,,,0,0
9779,3/3/2023,3/22/2023,Free,USA,146,146,0,1,19,,,0,1
9780,9/8/2023,12/29/2023,Free,Germany,17,17,0,1,112,,,0,0
9781,12/4/2023,12/25/2023,Free,Australia,100,100,0,1,21,,,0,1
9782,3/21/2023,6/23/2023,Pro,Australia,283,283,0,1,94,6/23/2023,Enterprise,99,0
9783,8/20/2023,9/6/2023,Free,USA,136,136,1,1,17,,,0,1
9784,3/22/2023,8/9/2023,Pro,India,251,1004,0,1,140,8/9/2023,Basic,29,0
9785,12/30/2023,12/31/2023,Free,UK,41,205,0,1,1,,,0,1
9786,8/16/2023,9/10/2023,Free,Canada,30,120,0,1,25,,,0,1
9787,9/18/2023,11/26/2023,Free,Canada,61,183,0,1,69,,,0,0
9788,7/10/2023,8/13/2023,Free,UK,14,14,0,1,34,,,0,0
9789,7/1/2023,7/30/2023,Free,UK,93,465,0,1,29,,,0,1
9790,11/6/2023,11/10/2023,Free,USA,108,324,0,1,4,,,0,1
9791,4/22/2023,9/14/2023,Free,UK,26,104,0,1,145,,,0,0
9792,12/28/2023,12/31/2023,Free,UK,5,5,0,1,3,,,0,1
9793,9/18/2023,11/7/2023,Free,Germany,46,184,0,1,50,,,0,0
9794,9/25/2023,10/11/2023,Pro,Germany,248,744,0,1,16,10/11/2023,Enterprise,29,1
9795,6/20/2023,11/4/2023,Pro,Australia,59,59,0,1,137,11/4/2023,Standard,99,0
9796,7/9/2023,12/18/2023,Free,USA,142,142,0,1,162,,,0,0
9797,8/11/2023,8/21/2023,Free,France,81,81,0,1,10,,,0,1
9798,5/18/2023,11/21/2023,Pro,USA,248,496,0,1,187,11/21/2023,Basic,99,0
9799,4/18/2023,7/19/2023,Free,Germany,102,102,0,1,92,,,0,0
9800,7/29/2023,12/19/2023,Free,Australia,137,274,0,1,143,,,0,0
9801,9/12/2023,10/27/2023,Free,Canada,112,112,1,1,45,,,0,0
9802,6/8/2023,10/27/2023,Free,India,12,12,0,1,141,,,0,0
9803,12/4/2023,12/6/2023,Free,France,88,264,0,1,2,,,0,1
9804,6/17/2023,12/13/2023,Free,France,82,246,0,1,179,,,0,0
9805,3/4/2023,3/7/2023,Free,UK,140,560,0,1,3,,,0,1
9806,2/11/2023,5/30/2023,Free,UK,54,108,0,1,108,,,0,0
9807,12/14/2023,12/17/2023,Free,India,35,105,0,1,3,,,0,1
9808,10/14/2023,12/14/2023,Pro,Canada,136,272,0,1,61,12/14/2023,Basic,29,0
9809,11/27/2023,12/8/2023,Free,USA,68,272,1,1,11,,,0,1
9810,11/14/2023,12/2/2023,Free,USA,40,80,0,1,18,,,0,1
9811,3/10/2023,7/22/2023,Free,India,119,476,0,1,134,,,0,0
9812,3/21/2023,5/27/2023,Pro,Germany,263,263,0,1,67,5/27/2023,Basic,99,0
9813,5/23/2023,8/4/2023,Free,France,17,34,0,1,73,,,0,0
9814,8/1/2023,10/5/2023,Pro,India,259,1295,0,1,65,10/5/2023,Enterprise,99,0
9815,1/18/2023,3/7/2023,Free,Canada,100,300,0,1,48,,,0,0
9816,8/2/2023,10/7/2023,Free,France,95,95,0,1,66,,,0,0
9817,3/12/2023,7/25/2023,Free,UK,141,141,0,1,135,,,0,0
9818,7/2/2023,11/26/2023,Free,Australia,45,45,0,1,147,,,0,0
9819,6/11/2023,8/13/2023,Free,India,20,80,0,1,63,,,0,0
9820,3/9/2023,3/21/2023,Free,Australia,91,273,0,1,12,,,0,1
9821,5/12/2023,9/30/2023,Free,India,90,450,0,1,141,,,0,0
9822,11/17/2023,12/9/2023,Pro,USA,33,99,0,1,22,12/9/2023,Basic,99,1
9823,12/8/2023,12/22/2023,Pro,Canada,118,118,0,1,14,12/22/2023,Enterprise,49,1
9824,6/4/2023,8/22/2023,Free,Germany,12,36,0,1,79,,,0,0
9825,7/15/2023,12/5/2023,Free,UK,48,192,0,1,143,,,0,0
9826,11/13/2023,12/5/2023,Free,Canada,34,136,0,1,22,,,0,1
9827,4/9/2023,8/30/2023,Pro,India,261,1044,0,1,143,8/30/2023,Standard,29,0
9828,3/3/2023,5/8/2023,Pro,India,121,242,0,1,66,5/8/2023,Basic,99,0
9829,4/25/2023,6/9/2023,Free,Australia,124,496,0,1,45,,,0,0
9830,2/15/2023,10/16/2023,Free,UK,133,532,0,1,243,,,0,0
9831,3/14/2023,6/11/2023,Free,Canada,87,87,0,1,89,,,0,0
9832,7/6/2023,8/19/2023,Pro,USA,117,351,0,1,44,8/19/2023,Enterprise,99,0
9833,11/16/2023,12/25/2023,Free,Germany,51,153,0,1,39,,,0,0
9834,7/23/2023,10/29/2023,Free,France,11,22,0,1,98,,,0,0
9835,9/2/2023,10/18/2023,Free,India,147,294,0,1,46,,,0,0
9836,8/27/2023,9/4/2023,Free,India,109,109,0,1,8,,,0,1
9837,11/28/2023,12/23/2023,Pro,Canada,76,228,0,1,25,12/23/2023,Standard,29,1
9838,2/21/2023,5/15/2023,Pro,Australia,183,183,0,1,83,5/15/2023,Standard,29,0
9839,3/10/2023,10/9/2023,Free,Germany,104,104,0,1,213,,,0,0
9840,11/17/2023,12/21/2023,Free,France,31,31,0,1,34,,,0,0
9841,9/18/2023,12/29/2023,Free,Canada,65,195,0,1,102,,,0,0
9842,1/17/2023,11/19/2023,Pro,USA,131,131,0,1,306,11/19/2023,Standard,29,0
9843,9/18/2023,11/7/2023,Pro,France,219,1095,0,1,50,11/7/2023,Standard,29,0
9844,6/29/2023,7/23/2023,Free,UK,29,145,0,1,24,,,0,1
9845,3/17/2023,4/10/2023,Free,USA,125,500,0,1,24,,,0,1
9846,7/10/2023,8/20/2023,Free,UK,98,490,1,1,41,,,0,0
9847,4/18/2023,8/23/2023,Free,India,127,508,0,1,127,,,0,0
9848,3/5/2023,8/25/2023,Free,UK,96,96,0,1,173,,,0,0
9849,12/25/2023,12/26/2023,Free,India,127,254,1,1,1,,,0,1
9850,6/30/2023,12/13/2023,Free,USA,25,50,1,1,166,,,0,0
9851,6/28/2023,8/21/2023,Free,UK,47,141,0,1,54,,,0,0
9852,1/31/2023,4/14/2023,Free,India,141,705,0,1,73,,,0,0
9853,1/2/2023,8/17/2023,Pro,Canada,119,357,0,1,227,8/17/2023,Enterprise,29,0
9854,7/9/2023,8/2/2023,Free,USA,125,250,0,1,24,,,0,1
9855,5/14/2023,12/27/2023,Free,Germany,148,296,0,1,227,,,0,0
9856,5/5/2023,10/4/2023,Free,UK,55,275,0,1,152,,,0,0
9857,8/15/2023,8/25/2023,Free,UK,136,544,0,1,10,,,0,1
9858,1/12/2023,7/1/2023,Free,USA,9,45,1,1,170,,,0,0
9859,11/16/2023,12/7/2023,Free,Germany,87,261,0,1,21,,,0,1
9860,10/31/2023,11/20/2023,Free,Australia,31,93,0,1,20,,,0,1
9861,7/3/2023,11/4/2023,Free,Australia,70,140,0,1,124,,,0,0
9862,6/3/2023,6/22/2023,Free,Canada,4,12,0,1,19,,,0,1
9863,12/15/2023,12/23/2023,Free,UK,29,29,0,1,8,,,0,1
9864,5/17/2023,5/29/2023,Free,USA,23,92,0,1,12,,,0,1
9865,11/27/2023,11/29/2023,Free,Germany,112,448,0,1,2,,,0,1
9866,5/3/2023,5/11/2023,Free,Australia,85,85,0,1,8,,,0,1
9867,9/28/2023,10/26/2023,Pro,Germany,74,148,1,1,28,10/26/2023,Standard,99,1
9868,7/25/2023,11/19/2023,Pro,UK,184,368,0,1,117,11/19/2023,Basic,49,0
9869,3/20/2023,8/21/2023,Free,USA,143,286,0,1,154,,,0,0
9870,7/5/2023,9/1/2023,Free,UK,112,224,0,1,58,,,0,0
9871,6/8/2023,12/19/2023,Pro,UK,213,639,0,1,194,12/19/2023,Basic,49,0
9872,9/8/2023,10/29/2023,Free,Canada,9,45,0,1,51,,,0,0
9873,2/11/2023,6/29/2023,Free,India,91,364,0,1,138,,,0,0
9874,4/22/2023,9/12/2023,Free,Canada,12,60,0,1,143,,,0,0
9875,7/26/2023,12/26/2023,Free,Germany,109,109,0,1,153,,,0,0
9876,1/14/2023,6/11/2023,Free,Australia,35,35,0,1,148,,,0,0
9877,11/28/2023,12/10/2023,Free,India,15,60,0,1,12,,,0,1
9878,1/22/2023,8/10/2023,Free,Germany,35,140,0,1,200,,,0,0
9879,9/10/2023,12/19/2023,Free,Germany,44,220,0,1,100,,,0,0
9880,2/27/2023,9/8/2023,Free,USA,110,550,0,1,193,,,0,0
9881,9/23/2023,12/8/2023,Free,France,23,115,0,1,76,,,0,0
9882,12/19/2023,12/29/2023,Pro,Canada,285,1140,0,1,10,12/29/2023,Standard,29,1
9883,11/6/2023,12/20/2023,Free,France,121,121,0,1,44,,,0,0
9884,11/2/2023,11/22/2023,Free,India,11,44,0,1,20,,,0,1
9885,7/24/2023,10/8/2023,Free,France,17,17,0,1,76,,,0,0
9886,4/24/2023,11/8/2023,Free,USA,11,11,1,1,198,,,0,0
9887,10/22/2023,11/17/2023,Free,France,33,165,0,1,26,,,0,1
9888,5/23/2023,9/9/2023,Free,UK,76,380,0,1,109,,,0,0
9889,8/22/2023,11/1/2023,Free,India,4,4,0,1,71,,,0,0
9890,7/26/2023,7/27/2023,Free,USA,144,288,0,1,1,,,0,1
9891,11/29/2023,12/17/2023,Free,Canada,127,254,0,1,18,,,0,1
9892,1/24/2023,8/10/2023,Free,USA,30,90,0,1,198,,,0,0
9893,1/19/2023,9/28/2023,Free,Canada,65,130,0,1,252,,,0,0
9894,2/27/2023,9/7/2023,Free,India,124,124,0,1,192,,,0,0
9895,1/23/2023,10/16/2023,Free,India,26,26,0,1,266,,,0,0
9896,12/2/2023,12/25/2023,Free,UK,65,195,1,1,23,,,0,1
9897,3/20/2023,3/23/2023,Free,India,66,330,0,1,3,,,0,1
9898,1/7/2023,9/19/2023,Pro,India,191,191,0,1,255,9/19/2023,Enterprise,99,0
9899,7/5/2023,11/27/2023,Pro,Australia,275,1375,0,1,145,11/27/2023,Standard,49,0
9900,1/10/2023,1/18/2023,Free,Canada,47,188,0,1,8,,,0,1
9901,6/14/2023,9/14/2023,Free,USA,111,111,0,1,92,,,0,0
9902,12/17/2023,12/20/2023,Free,UK,58,58,0,1,3,,,0,1
9903,12/20/2023,12/31/2023,Free,USA,19,19,0,1,11,,,0,1
9904,11/29/2023,12/10/2023,Free,UK,121,484,0,1,11,,,0,1
9905,3/4/2023,9/30/2023,Pro,UK,133,399,0,1,210,9/30/2023,Enterprise,29,0
9906,1/15/2023,12/19/2023,Free,UK,99,495,0,1,338,,,0,0
9907,11/28/2023,12/26/2023,Free,UK,130,650,0,1,28,,,0,1
9908,11/17/2023,12/6/2023,Free,Canada,116,116,0,1,19,,,0,1
9909,9/11/2023,11/23/2023,Pro,USA,264,528,0,1,73,11/23/2023,Standard,29,0
9910,3/29/2023,10/3/2023,Pro,Germany,221,1105,0,1,188,10/3/2023,Basic,49,0
9911,2/4/2023,9/16/2023,Free,Australia,91,364,1,1,224,,,0,0
9912,11/16/2023,11/27/2023,Free,France,126,378,0,1,11,,,0,1
9913,3/1/2023,9/19/2023,Free,USA,77,308,0,1,202,,,0,0
9914,4/5/2023,7/8/2023,Free,USA,45,135,0,1,94,,,0,0
9915,5/24/2023,10/1/2023,Free,Canada,91,182,0,1,130,,,0,0
9916,11/26/2023,12/6/2023,Free,India,3,15,0,1,10,,,0,1
9917,11/25/2023,12/26/2023,Free,Australia,28,28,0,1,31,,,0,0
9918,7/2/2023,9/1/2023,Pro,France,53,212,0,1,61,9/1/2023,Enterprise,29,0
9919,5/26/2023,6/6/2023,Free,Canada,6,24,0,1,11,,,0,1
9920,5/29/2023,12/5/2023,Free,UK,150,300,0,1,190,,,0,0
9921,4/18/2023,8/25/2023,Free,France,147,294,0,1,129,,,0,0
9922,2/19/2023,6/1/2023,Free,Canada,66,330,1,1,102,,,0,0
9923,5/11/2023,11/24/2023,Pro,UK,43,86,0,1,197,11/24/2023,Enterprise,99,0
9924,1/22/2023,6/12/2023,Free,UK,31,155,0,1,141,,,0,0
9925,9/13/2023,12/18/2023,Pro,France,113,226,0,1,96,12/18/2023,Basic,99,0
9926,12/5/2023,12/18/2023,Free,USA,27,81,0,1,13,,,0,1
9927,8/21/2023,12/6/2023,Pro,Germany,20,20,0,1,107,12/6/2023,Standard,99,0
9928,12/21/2023,12/31/2023,Free,UK,147,588,0,1,10,,,0,1
9929,2/10/2023,12/19/2023,Free,Germany,150,750,0,1,312,,,0,0
9930,5/10/2023,11/15/2023,Free,Australia,118,354,0,1,189,,,0,0
9931,12/17/2023,12/23/2023,Free,France,23,23,0,1,6,,,0,1
9932,9/18/2023,11/30/2023,Free,India,70,140,0,1,73,,,0,0
9933,1/30/2023,12/19/2023,Free,UK,67,201,0,1,323,,,0,0
9934,5/10/2023,6/19/2023,Free,France,143,143,1,1,40,,,0,0
9935,5/24/2023,10/12/2023,Pro,USA,204,816,0,1,141,10/12/2023,Enterprise,29,0
9936,6/21/2023,10/21/2023,Free,Germany,61,61,0,1,122,,,0,0
9937,11/8/2023,11/27/2023,Free,Australia,81,162,0,1,19,,,0,1
9938,7/19/2023,10/19/2023,Free,USA,117,351,0,1,92,,,0,0
9939,11/2/2023,11/14/2023,Pro,France,164,820,0,1,12,11/14/2023,Basic,29,1
9940,6/13/2023,11/8/2023,Free,Canada,116,580,0,1,148,,,0,0
9941,4/5/2023,12/18/2023,Free,Australia,131,655,0,1,257,,,0,0
9942,3/26/2023,9/7/2023,Free,Germany,99,198,0,1,165,,,0,0
9943,6/21/2023,8/5/2023,Free,Germany,150,300,0,1,45,,,0,0
9944,10/11/2023,12/19/2023,Free,USA,103,515,1,1,69,,,0,0
9945,10/12/2023,10/28/2023,Free,India,144,720,0,1,16,,,0,1
9946,5/1/2023,8/8/2023,Free,Canada,30,60,0,1,99,,,0,0
9947,6/8/2023,6/28/2023,Free,Germany,117,585,0,1,20,,,0,1
9948,12/6/2023,12/29/2023,Pro,UK,188,752,1,1,23,12/29/2023,Basic,49,1
9949,6/8/2023,12/17/2023,Free,Canada,136,272,0,1,192,,,0,0
9950,4/15/2023,7/4/2023,Free,France,51,153,0,1,80,,,0,0
9951,5/7/2023,9/11/2023,Free,USA,57,285,0,1,127,,,0,0
9952,1/26/2023,3/2/2023,Pro,Australia,251,251,0,1,35,3/2/2023,Standard,99,0
9953,11/15/2023,1/1/2024,Free,Canada,39,78,0,1,47,,,0,0
9954,1/22/2023,5/18/2023,Free,Australia,133,266,0,1,116,,,0,0
9955,8/26/2023,8/28/2023,Pro,India,178,178,0,1,2,8/28/2023,Enterprise,29,1
9956,5/23/2023,6/4/2023,Free,Germany,51,255,0,1,12,,,0,1
9957,12/25/2023,12/26/2023,Pro,India,144,576,0,1,1,12/26/2023,Basic,99,1
9958,7/1/2023,8/21/2023,Free,UK,114,342,1,1,51,,,0,0
9959,4/22/2023,10/20/2023,Free,Australia,130,260,0,1,181,,,0,0
9960,12/9/2023,12/10/2023,Free,Canada,115,230,0,1,1,,,0,1
9961,4/27/2023,8/7/2023,Free,USA,58,290,0,1,102,,,0,0
9962,8/26/2023,12/8/2023,Free,USA,93,93,0,1,104,,,0,0
9963,1/2/2023,9/2/2023,Free,India,68,204,0,1,243,,,0,0
9964,12/25/2023,12/29/2023,Free,UK,19,76,0,1,4,,,0,1
9965,10/23/2023,11/7/2023,Free,Australia,104,104,1,1,15,,,0,1
9966,12/10/2023,12/22/2023,Pro,Germany,145,145,0,1,12,12/22/2023,Basic,99,1
9967,2/21/2023,3/7/2023,Free,Germany,28,56,0,1,14,,,0,1
9968,12/10/2023,12/15/2023,Free,France,137,274,0,1,5,,,0,1
9969,9/21/2023,11/12/2023,Pro,India,153,306,0,1,52,11/12/2023,Standard,99,0
9970,7/30/2023,9/29/2023,Free,Australia,48,144,1,1,61,,,0,0
9971,2/16/2023,6/21/2023,Pro,India,223,892,0,1,125,6/21/2023,Basic,29,0
9972,9/30/2023,11/3/2023,Free,Germany,45,180,1,1,34,,,0,0
9973,3/31/2023,8/13/2023,Pro,Australia,98,98,0,1,135,8/13/2023,Standard,99,0
9974,11/6/2023,12/22/2023,Free,Germany,106,424,0,1,46,,,0,0
9975,12/9/2023,12/24/2023,Free,Germany,108,432,0,1,15,,,0,1
9976,9/17/2023,12/6/2023,Free,USA,36,144,0,1,80,,,0,0
9977,3/24/2023,7/11/2023,Free,UK,149,298,0,1,109,,,0,0
9978,9/6/2023,12/8/2023,Free,Canada,139,695,0,1,93,,,0,0
9979,2/6/2023,11/18/2023,Pro,Germany,20,40,0,1,285,11/18/2023,Standard,49,0
9980,6/21/2023,12/13/2023,Free,UK,82,164,0,1,175,,,0,0
9981,4/27/2023,7/11/2023,Free,Canada,129,645,0,1,75,,,0,0
9982,6/10/2023,10/13/2023,Free,UK,80,160,0,1,125,,,0,0
9983,1/1/2023,7/29/2023,Pro,India,296,592,0,1,209,7/29/2023,Enterprise,99,0
9984,9/25/2023,12/20/2023,Free,UK,90,270,0,1,86,,,0,0
9985,12/23/2023,12/30/2023,Free,USA,15,45,0,1,7,,,0,1
9986,3/9/2023,5/30/2023,Pro,Australia,204,612,0,1,82,5/30/2023,Basic,99,0
9987,2/6/2023,6/30/2023,Free,Canada,130,390,1,1,144,,,0,0
9988,7/17/2023,9/24/2023,Free,France,141,423,0,1,69,,,0,0
9989,8/5/2023,8/9/2023,Free,France,54,54,0,1,4,,,0,1
9990,1/8/2023,6/28/2023,Pro,USA,255,255,0,1,171,6/28/2023,Basic,99,0
9991,1/25/2023,4/17/2023,Free,Germany,141,282,1,1,82,,,0,0
9992,4/12/2023,7/3/2023,Free,India,147,735,1,1,82,,,0,0
9993,6/8/2023,7/27/2023,Pro,USA,32,96,0,1,49,7/27/2023,Basic,99,0
9994,8/30/2023,12/14/2023,Free,Australia,19,57,0,1,106,,,0,0
9995,11/14/2023,11/20/2023,Free,Canada,78,234,0,1,6,,,0,1
9996,2/26/2023,11/2/2023,Free,Canada,90,360,0,1,249,,,0,0
9997,8/15/2023,11/9/2023,Free,Australia,48,96,0,1,86,,,0,0
9998,5/16/2023,9/17/2023,Free,Germany,86,430,0,1,124,,,0,0
9999,2/9/2023,4/15/2023,Free,Canada,37,111,0,1,65,,,0,0
10000,5/15/2023,12/19/2023,Free,UK,36,180,0,1,218,,,0,0
10001,8/4/2023,8/29/2023,Pro,Canada,294,294,0,1,25,8/29/2023,Basic,49,1
10002,8/2/2023,8/18/2023,Free,India,5,10,1,1,16,,,0,1
10003,2/10/2023,7/20/2023,Free,France,12,60,0,1,160,,,0,0
10004,2/22/2023,10/16/2023,Free,France,37,37,0,1,236,,,0,0
10005,1/16/2023,12/7/2023,Free,UK,71,71,0,1,325,,,0,0
10006,9/3/2023,12/13/2023,Free,UK,90,360,0,1,101,,,0,0
10007,1/20/2023,12/4/2023,Free,France,21,63,0,1,318,,,0,0
10008,4/15/2023,12/2/2023,Pro,Germany,110,440,0,1,231,12/2/2023,Basic,49,0
10009,7/23/2023,8/11/2023,Free,Australia,77,231,0,1,19,,,0,1
10010,6/22/2023,6/29/2023,Pro,Australia,212,424,0,1,7,6/29/2023,Standard,49,1
10011,1/30/2023,2/14/2023,Free,UK,78,156,0,1,15,,,0,1
10012,2/8/2023,3/5/2023,Free,USA,92,368,0,1,25,,,0,1
10013,1/6/2023,12/17/2023,Free,India,88,440,0,1,345,,,0,0
10014,12/27/2023,12/30/2023,Free,UK,116,580,0,1,3,,,0,1
10015,10/7/2023,12/7/2023,Free,Germany,87,348,0,1,61,,,0,0
10016,8/10/2023,12/3/2023,Free,Canada,56,168,0,1,115,,,0,0
10017,4/27/2023,9/9/2023,Free,Canada,17,68,0,1,135,,,0,0
10018,5/7/2023,8/4/2023,Pro,Canada,146,730,0,1,89,8/4/2023,Standard,49,0
10019,11/13/2023,11/28/2023,Free,Germany,57,228,0,1,15,,,0,1
10020,8/13/2023,11/15/2023,Free,India,134,268,0,1,94,,,0,0
10021,9/16/2023,12/29/2023,Free,India,81,243,0,1,104,,,0,0
10022,3/30/2023,8/22/2023,Free,India,134,134,0,1,145,,,0,0
10023,8/21/2023,12/29/2023,Pro,France,154,308,0,1,130,12/29/2023,Enterprise,99,0
10024,1/19/2023,10/2/2023,Pro,India,174,348,1,1,256,10/2/2023,Standard,29,0
10025,11/11/2023,11/26/2023,Free,Australia,29,87,0,1,15,,,0,1
10026,4/24/2023,6/7/2023,Free,France,150,300,0,1,44,,,0,0
10027,1/8/2023,1/9/2023,Pro,India,25,25,0,1,1,1/9/2023,Basic,99,1
10028,8/19/2023,11/24/2023,Free,India,84,84,0,1,97,,,0,0
10029,5/10/2023,10/15/2023,Free,Australia,138,414,0,1,158,,,0,0
10030,1/1/2023,12/6/2023,Free,France,53,106,0,1,339,,,0,0
10031,12/13/2023,12/31/2023,Free,USA,40,40,1,1,18,,,0,1
10032,6/14/2023,6/23/2023,Free,France,30,30,0,1,9,,,0,1
10033,8/5/2023,10/2/2023,Free,France,3,15,0,1,58,,,0,0
10034,3/13/2023,8/8/2023,Pro,UK,89,356,0,1,148,8/8/2023,Standard,29,0
10035,7/9/2023,12/28/2023,Free,UK,127,508,0,1,172,,,0,0
10036,5/20/2023,7/30/2023,Free,Australia,27,108,0,1,71,,,0,0
10037,5/20/2023,6/15/2023,Pro,Australia,173,346,0,1,26,6/15/2023,Enterprise,49,1
10038,4/28/2023,9/9/2023,Free,Canada,15,45,0,1,134,,,0,0
10039,3/19/2023,5/22/2023,Pro,USA,178,178,0,1,64,5/22/2023,Enterprise,29,0
10040,6/7/2023,6/30/2023,Free,Canada,115,115,0,1,23,,,0,1
10041,4/13/2023,9/1/2023,Free,UK,29,145,0,1,141,,,0,0
10042,10/17/2023,12/10/2023,Free,Canada,27,135,1,1,54,,,0,0
10043,6/4/2023,12/18/2023,Free,Australia,64,256,0,1,197,,,0,0
10044,9/17/2023,12/11/2023,Free,India,134,536,0,1,85,,,0,0
10045,12/22/2023,12/30/2023,Free,Germany,59,118,0,1,8,,,0,1
10046,8/30/2023,9/20/2023,Free,USA,68,68,0,1,21,,,0,1
10047,6/24/2023,6/26/2023,Free,India,46,138,0,1,2,,,0,1
10048,4/23/2023,9/3/2023,Free,USA,145,580,0,1,133,,,0,0
10049,5/27/2023,10/22/2023,Pro,USA,19,76,0,1,148,10/22/2023,Enterprise,99,0
10050,3/13/2023,8/3/2023,Free,Australia,125,125,0,1,143,,,0,0
10051,9/10/2023,9/29/2023,Free,India,52,156,0,1,19,,,0,1
10052,2/10/2023,3/19/2023,Free,Canada,60,300,0,1,37,,,0,0
10053,12/30/2023,12/31/2023,Free,Canada,4,20,0,1,1,,,0,1
10054,12/31/2023,1/1/2024,Free,Canada,14,14,0,1,1,,,0,1
10055,8/9/2023,12/17/2023,Free,India,106,530,0,1,130,,,0,0
10056,6/28/2023,8/8/2023,Free,Australia,106,212,0,1,41,,,0,0
